participant,intro_question1_1,LAge_1,LSex_1,LMotherLanguage_1,LStudyWork_1,LHearingDisabilitiesKnown_1,LHearingDisabilitiesKind_1,LHearingDisabilitiesConstraint_1,StartRatingExperiment_1,afterExp1AllSoundsPlayed_1,afterExp2InstructionsClear_1,afterExp3RatingEvaluation_1,afterExp3RatingEvaluation_2,afterExp3RatingEvaluation_3,afterExp3RatingEvaluation_4,afterExp3RatingEvaluation_5,afterExp3RatingEvaluation_6,afterExp3RatingEvaluation_7,afterExp3RatingEvaluation_8,afterExp4Strategy_1,LPartCode_1,LPartCode_2,LPartCode_3,LPartCode_4,LPartCode_5,LPartCode_6,Anmerkungen_1,CLIENT_start,TIME_start,TIME_end,TIME_total
s.c987bacd-ab36-49ae-98f0-75048b1637a8.txt,0872024,25,1,1,"HF Psy,6",1,"","",Pseudowörter_mitTopUp.2024-07-16-1803.data.c987bacd-ab36-49ae-98f0-75048b1637a8.txt,1,"Die Instruktionen sind verständlich,alles läuft gut.",4,4,3,4,3,2,4,2,"Ich bewerte meine Gefühle danach, ob die Stimme aggressiv ist oder nicht.","","","","","","","",2024-06-16-15-48,2024-07-16-15-48,"",""
s.cbeee92a-4b0c-4f2e-9e38-319dd38ffd0b.txt,0872024,23,2,1,"Psychologie (HF, 6)",1,"","",Pseudowörter_mitTopUp.2024-07-29-1314.data.cbeee92a-4b0c-4f2e-9e38-319dd38ffd0b.txt,1,Ausversehen habe ich aus Reflex manchmal die falsche Taste gedrückt,4,2,2,4,1,1,4,2,"mal so mal so. teilweise habe ich nur überprüft, ob die Stimme wütend klingt. Kure Zeit habe ich verscuht mich auschließlich auf mien Gehör zu konzentrien und die Augen etwas zu schließen...",Y,R,H,9,6,H,"",2024-06-29-12-46,2024-07-29-12-46,2024-07-29-13-20,34
s.ce6f870b-a7bb-46ba-a37d-e8a1dcc56fb0.txt,0872024,21,1,1,Psychologie,1,"","",Pseudowörter_mitTopUp.2024-07-12-1026.data.ce6f870b-a7bb-46ba-a37d-e8a1dcc56fb0.txt,1,alles war verständlich,4,3,1,5,1,3,5,2,"Die Endung, ob die Stimme hoch oder eher runter geht ","","","","","","","",2024-06-12-10-04,2024-07-12-10-04,2024-07-12-10-28,24
s.d1da8960-23fe-4a70-9220-574ea27a6a56.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-17-17-13,2024-07-17-17-13,"",""
s.d23965bd-4abe-43ec-945a-93b057c3cca1.txt,0872024,19,1,1,"Psychologie B.Sc., 2. Semester",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-09-16-43,2024-07-09-16-43,"",""
s.d3322f0d-37bc-46bf-ac59-66941d6d7f39.txt,0872024,21,1,1,"Psychologie (HF, 4)",1,"","",Pseudowörter_mitTopUp.2024-07-16-1211.data.d3322f0d-37bc-46bf-ac59-66941d6d7f39.txt,1,"",3,3,2,5,3,2,5,2,"",I,H,M,9,7,A,"",2024-06-16-11-46,2024-07-16-11-46,2024-07-16-12-14,28
s.d746ac57-3f0c-4124-b5d2-0aa91ad8b823.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-18-14-03,2024-07-18-14-03,"",""
s.d81bb2f8-36b2-4497-9119-74ea7946df3d.txt,0872024,24,1,1,"Psychologie, 7",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-16-11-12,2024-07-16-11-12,"",""
s.d9105ee6-d294-4db1-9b66-984a9219adfa.txt,0872024,24,2,1,B. Sc Psychologie,1,"","",Pseudowörter_mitTopUp.2024-07-24-2332.data.d9105ee6-d294-4db1-9b66-984a9219adfa.txt,3,Verständlich,3,2,2,4,2,3,4,3,keine Strategie,I,G,S,1,4,A,"",2024-06-24-23-14,2024-07-24-23-14,2024-07-24-23-35,21
s.dab012ed-06e2-4b46-9985-0b768398c4e5.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-11-20-23,2024-07-11-20-23,"",""
s.db27b6d2-7ee2-47bb-900f-14bc83f395b3.txt,0872024,25,1,1,Rechtswissenschaften 14. Fachsemester,1,"","",Pseudowörter_mitTopUp.2024-07-17-1137.data.db27b6d2-7ee2-47bb-900f-14bc83f395b3.txt,1,"Ich war mir zunächst nicht ganz sicher, aber mit den Übungen vorweg hat es gut geklappt.",4,3,2,5,1,3,5,2,"","","","","","","","",2024-06-17-11-16,2024-07-17-11-16,2024-07-17-11-39,23
s.df7669d5-caed-4d0c-8895-8daf6d44f0e3.txt,0872024,25,1,1,"HF, Psychologie",1,"","",Pseudowörter_mitTopUp.2024-07-27-1801.data.df7669d5-caed-4d0c-8895-8daf6d44f0e3.txt,1,"",2,3,2,5,1,4,5,2,"Ich hab mir eine Mutter oder einen Vater vorgestellt, wenn sie ihr Kind rufen (haben sie Angst um das Kind oder hat das Kind Mist gebaut)",O,S,B,4,1,E,"",2024-06-27-17-35,2024-07-27-17-35,2024-07-27-18-06,31
s.e0d59a02-9372-47b3-90e7-16786c30cec9.txt,"",19,1,1,"Sportmanagement/ Psychologie, 2",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-11-11-29,2024-07-11-11-29,"",""
s.e0f14425-4aba-4049-a649-cf1b0a0eaf62.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-14-23-55,2024-07-14-23-55,"",""
s.e1a6eba6-b79d-488e-9c26-bb895b0ac1a3.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-24-19-05,2024-07-24-19-05,"",""
s.e7675699-5b70-4963-9ae9-d66343a4a4d4.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-12-16-40,2024-07-12-16-40,"",""
s.e82debc2-3e4d-44f5-9b8f-20ba19112116.txt,0872024,29,1,1,Berufspädagogin,1,"","",Pseudowörter_mitTopUp.2024-07-16-1423.data.e82debc2-3e4d-44f5-9b8f-20ba19112116.txt,1,"Instruktionen waren verständlich; kurze Pausen zwischen ""roter"" und ""grüner"" Phase wären wünschenswert gewesen, da ich wiederholt in der roten Phase gedrückt habe; die Phantasiewörter klangen irgendwann wie Namen für mich, musste mich zwischendurch extrem auf den Tonfall konzentrieren",4,5,4,4,1,4,5,2,"auf Sprachmelodie achten und Länge der Aussprache (abgehackt, zitternd,...)","","","","","","","",2024-06-16-13-58,2024-07-16-13-58,2024-07-16-14-27,29
s.eb6c1d33-bc9d-48e1-a945-3a355ed25fdf.txt,0872024,28,2,1,Psychologie (B.Sc.),1,"","",Pseudowörter_mitTopUp.2024-07-08-1625.data.eb6c1d33-bc9d-48e1-a945-3a355ed25fdf.txt,1,"",4,2,2,5,1,2,5,2,Zittrige Stimmen wirkten häufig ängstlich,"","","","","","","",2024-06-08-16-02,2024-07-08-16-02,2024-07-08-16-27,25
s.f1ec2ee4-24de-46c3-a7cd-d1db688b083f.txt,0872024,21,1,1,"Kommunikationswissenschaft/Psychologie, 2",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-23-17-27,2024-07-23-17-27,"",""
s.f7563660-a2f1-47c0-bb03-914c51511256.txt,"","","","","","","","","","","","","","","","","","","","","","","","","","","",2024-06-12-15-01,2024-07-12-15-01,"",""
s.f8c99224-7e94-4289-a96b-d0fdd4f68536.txt,0872024,19,1,1,"Sportmanagement/Psychologie, 2",1,"","",Pseudowörter_mitTopUp.2024-07-11-1217.data.f8c99224-7e94-4289-a96b-d0fdd4f68536.txt,1,es war alles klar verständlich,5,2,2,5,1,3,5,1,nach Stimmlage und Lautstärke,l,i,Z,9,2,i,"",2024-06-11-11-52,2024-07-11-11-48,2024-07-11-12-23,35
s.fc22d25b-9f73-492a-8307-bbe003adab22.txt,0872024,32,1,1,studi,1,"","",Pseudowörter_mitTopUp.2024-07-16-1016.data.fc22d25b-9f73-492a-8307-bbe003adab22.txt,1,"",5,3,1,5,1,1,5,1,"",O,T,L,0,2,Y,"",2024-06-16-09-54,2024-07-16-09-54,2024-07-16-10-19,25
s.ff539852-4c9c-4e03-8394-5ccdc3b1f86b.txt,0872024,22,2,1,"Psychologie, HF, 4. Semester ",1,"","","","","","","","","","","","","","","","","","","","","",2024-06-22-17-51,2024-07-22-17-51,"",""
